Ref,Val,Package,PosX,PosY,Rot,Side
"1K","R_0402_1005Metric","R_0402_1005Metric",102.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",182.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",135.000000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",215.000000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",54.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",230.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",174.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",15.000000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",254.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",182.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",230.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",246.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",15.000000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",46.990000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",38.990000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",246.990000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",174.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",135.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",166.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",126.990000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",54.990000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",71.000000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",110.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",54.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",182.990000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",7.000000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",215.000000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",30.990000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",110.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",230.990000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",30.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",126.990000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",215.000000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",126.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",30.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",166.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",166.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",15.000000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",87.000000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",190.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",110.990000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",7.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",166.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",174.990000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",222.990000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",38.990000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",254.990000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",182.990000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",102.990000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",135.000000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",222.990000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",110.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",254.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",15.000000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",46.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",15.000000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",15.000000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",87.000000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",71.000000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",135.000000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",71.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",215.000000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",166.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",7.000000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",30.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",87.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",87.000000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",46.990000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",222.990000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",254.990000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",46.990000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",238.990000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",207.000000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",207.000000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",238.990000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",238.990000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",222.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",7.000000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",174.990000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",158.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",102.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",207.000000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",190.990000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",38.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",30.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",222.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",7.000000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",38.990000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",126.990000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",158.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",246.990000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",30.990000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",174.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",87.000000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",254.990000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",246.990000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",38.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",222.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",190.990000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",15.000000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",182.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",46.990000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",246.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",102.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",190.990000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",7.000000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",222.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",151.000000,-108.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",207.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",102.990000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",38.990000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",7.000000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",174.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",94.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",102.990000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",135.000000,-4.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",238.990000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",126.990000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-60.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",54.990000,-92.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",71.000000,-28.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",79.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",30.990000,-20.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",46.990000,-52.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",174.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",207.000000,-84.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",118.990000,-12.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",143.000000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",246.990000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",23.000000,-116.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",190.990000,-76.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",207.000000,-44.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",87.000000,-124.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",62.990000,-36.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",126.990000,-100.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-68.500000,0.000000,top
"1K","R_0402_1005Metric","R_0402_1005Metric",199.000000,-116.500000,0.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-120.500000,180.000000,top
